rfi_number,project,trade,co_amount,current_score,applicability,actionability,root_cause_clarity,specific_action,summary,flag,question_text
RFI-0693.1,Southline Office,,26871.0,N/A,,,,,,,"Per conversation with the SEOR on 7/12/23, please confirm that the response to RFI 0693 should be updated to reflect the following. Where 6"" studs occur, it is acceptable to proceed with a single 20 gauge stud for all backing details (Detail 9,10,11"
RFI-2079,Southline Office,"architectural, structural",26621.0,N/A,,,,,,,"Reference: SLP1 - RFI 2079 - B1 - Loading Dock Concrete Remediation Confirmation Punch Items #5360 and #5966 Attached Pictures and Markups Ardex ERM Product and Technical Data DPR proposes to provide new skim coat at the location of the stained concrete. Additionally, a buildup would be provided whe"
RFI-1679.1,Southline Office,architectural,26582.0,4.5,broad,high,clear,Ensure all parking stall designs meet local code requirements during the design phase.,The RFI identifies a code compliance issue with parking stall dimensions that should be addressed in,,"REF: Site - B2 Current Set: C2.11, RFI 1679 POST TO: Site - B2 Current Set: C2.11 Please review the attached file. Per measurements in the field and measurements of the striping plans provided in response to RFI 1679, two (2) parking stalls at the south end of the B2 parking lot are only 7'-6"" wide."
RFI-1679,Southline Office,signage,26582.0,4,category_specific,medium,partial,Ensure that all parking lot designs include a review of striping requirements based on project speci,The RFI highlights the importance of verifying parking lot striping requirements during the design p,,"REF: Site - B2 Current Set: C2.11 POST TO: Site - B2 Current Set: C2.11 Please review the attached file. Per Lane Parners' request, additional striping will be required for retail parking spaces at the B1/B2 parking lot. Please provide a drawing denoting this additional striping."
RFI-54,Abbott Alameda Office TI,,26003.0,4,broad,high,clear,Implement a checklist for emergency lighting requirements during the design review phase.,The omission of emergency lighting in the design led to a costly change order due to necessary desig,,"Reference: RFI 54 - Abbott Alameda 1420 HBP - EM Lighting Clarifications CBF RFI 2 Sheets E3.3, E3.4, A2.2.2 The RCP on E3.3 and E3.4 do not show any emergency lights in the space. Approved light fixtures can be powered with Bodine batteries. Question: Please confirm if it's acceptable to provide ba"
RFI-51,Abbott Alameda Office TI,"architectural, electrical",26003.0,4,broad,high,clear,Implement a checklist for verifying existing conditions and ensuring clarity in electrical layouts d,"The RFI resulted from inadequate documentation of existing conditions, leading to costly design chan",,Reference: RFI 51 - Abbott Alameda 1420 HBP - Restrooms Electrical Outlets Layout Clarification Sheets A4.4.0 and E2.3 Attached Pictures of Existing Conditions at Restrooms Electrical drawings do not clearly show existing electrical outlets in the restrooms. Elevation plans show (2) outlets being in
RFI-160,Silicon Valley Office,,25894.0,N/A,,,,,,,"Ref: Attached A&B RFI 14 with DPR markups, latest email correspondence dated 1/27; Revised Question: A&B's vendors confirmed Oldcastle Flogard Catch Basin Insert Filter (Detail 11/C10.5) is not compatible with 12"" NDS Catch Basin (Detail 3/C10.5), no devices on COSC approved list are compatible with"
RFI-136,Silicon Valley Office,,25894.0,N/A,,,,,,,"Ref: Attached RFI-136 Email Correspondence, A&B RFI-012, PK2-C6.5; Question: At the storm drain location marked on PK2-C6.5: 1) Please confirm it is acceptable to abandon the existing 6"" pipe that was found to have a 4"" pipe inside and that the intent is for a 6"" pipe running west to east. 2) Please"
RFI-0864,Southline Office,structural,25676.0,N/A,,,,,,,Reference: SLP1 - RFI0864 - B1 Grating at Fan Rooms Confirmations Post on: A2.07S and M2.07 Q1: Please see size of opening for grating at the passenger elevators on sheet A2.07S. Please see size of opening for grating at service elevator on sheet M2.07 per RFI0847. DES to confirm. Q2: On the attache
RFI-0008,Southline Office,structural,25410.0,N/A,,,,,,,"Reference: Herrick_SK_31A 1. Referencing Sheet S2.02 near the passenger elevators, please confirm the 10'-6 1/2"" N/S and 3'-0 1/4"", 13'-2 1/4"", & 3'-3 1/2"" E/W dimensions are typical on levels 3 thru 6. 2. Referencing Sheet S2.03 - in the mill order set of drawings, an 8'-0"" locating dimension was c"
RFI-2099.1,Southline Office,,25040.0,4,narrow,medium,clear,Implement proper sloping in areas prone to ponding to prevent water accumulation.,The RFI highlights a design oversight regarding water drainage that could affect future projects.,,"During original punch walk issue 5051 was created for ponding in front of Stair 2. It was noted during a subsequent punch walk that there was additional ponding on the East side of the stairs, between truncated domes and stairwell. Please see attached heat map of the area. Note that there is minimal"
RFI-13,Silicon Valley Office,,24869.0,4.5,broad,high,clear,Ensure insulation thickness and type are verified against performance models in future designs.,Clarification on insulation thickness requirements highlights the importance of verifying energy per,,Roof Vertical Rigid Insulation Thickness Clarification
RFI-1603,Southline Office,"architectural, mechanical",24575.0,N/A,,,,,,,"Ref: Spec Section 114000, pg 75-79 (Item R1000 - Remote Refrigeration Package): Sections E & F call out for monitoring systems such that ""Control system shall be interconnected to the local area network and be capable of sending alarm alerts via mobile telephone or e-mail."" This RFI is requesting cl"
RFI-172.1,Silicon Valley Office,,24428.0,N/A,,,,,,,Elevator Equipment Room 147 Shaft Rating Changes - (V497 & UL I514)
RFI-1117,Southline Office,architectural,24290.0,4.5,category_specific,medium,clear,Ensure alignment of architectural features with operational equipment during design phase.,This RFI highlights a design conflict that necessitates modification to ensure proper functionality ,,"Per A2.07 and WW 1.02 the southernmost outrigger for the Window Washing equipment is to be installed along gridline XG.2. This also aligns with S2.08 which shows a W8x31 beam 4' 4"" from gridline XG for the outrigger to attach to. This would place the operable louver section on the north half of the "
RFI-0072.2,Southline Office,"architectural, concrete, electrical",24129.0,N/A,,,,,,,"Ref: A4.00 (B1 SI-02 dated 01.10.23) The Walker Duct at the Lobby Desk in B1 will have power and data conduits feeding each separate length. The Walker Duct at the Turnstiles will only have 1-2"" conduit feeding each separate length (for Low Votage) as the turnstile that was used as BOD, only require"
RFI-0072,Southline Office,"architectural, electrical",24129.0,N/A,,,,,,,"Ref: A4.00 (95% CD drawing dated 08.26.22) 1. (a) Please provide location for the walker duct, for the future reception desk. (b) Please confirm an acceptable wall to access the riser for the reception desk. (c) Please provide the number of duplexes required at the reception desk. The reason being i"
RFI-1012,Southline Office,"electrical, structural",23974.0,4,category_specific,medium,partial,Ensure proper coordination of infrastructure rough-in for lighting and AV systems in future designs.,This RFI highlights the need for improved coordination in infrastructure rough-in for lighting and A,,"Reference: BLDG2 - A6.03, A9.51, E2.01, AV2.01 Per coordination with Sprig and DES, please advise on infrastructure rough in and attachment for light fixtures and TV located on the bar drum. For rough in of infrastructure, one proposed method was through the HSS 8x0.250 central pipe for the bar drum"
RFI-1282,Southline Office,,23879.0,N/A,,,,,,,"Reference: A2.01, A9.20, SC2.01 1. Doors 111 (Service Corridor) and 126 (Office) do not have electrified hardware or card readers per door schedule as shown on A9.20. However, plan view on SC2.01 shows card readers and electrified hardware for the two doors referenced. Please advise if doors 111 and"
RFI-1036,Southline Office,,23598.0,N/A,,,,,,,"Reference: A1.02, S1.01 Description: Per the attached documents there is a pipe sleeve that is currently sitting with one of the added beams per RFI-091. The sleeve currently extends 5 1/2"" into the beam (see attached). The sleeve itself is 14"" in diameter. I have attached the rebar shop drawings fo"
RFI-1549,Southline Office,,23488.0,N/A,,,,,,,There is a storm line at Level 6 stair 2 vestibule that is exposed in the stairwell. This is not acceptable per Section 10 of the IBC. A 2 hour rated soffit is suggested to encapsulate the line and separate it from the stairwell. See attached photos for more information and dimensions. 1. Please pro
RFI-1612,Southline Office,,23488.0,4,category_specific,medium,partial,Ensure caulking product specifications are reviewed and approved before installation.,Clarification on caulking product use at CMU joints and door frames is necessary for proper installa,,"Reference: SLP1 - RFI 1612 - B1 Service Yard CMU Caulking Confirmation SLP1 - RFI 1206 - B1 Gen. Yard CMU Added Joints Confirmation_Response Per RFI 1206, added CMU control joints at the B1 Service Yard got installed for ease of installation for a future tenant generator. Question 1: Please confirm "
RFI-0988,Southline Office,,23339.0,4.5,category_specific,high,clear,Ensure that all VIMS system installations include a checklist for minimum slab thickness and pipe te,This RFI emphasizes the importance of considering minimum slab thickness for proper VIMS system inst,,"Reference: BLDG2-A2.01S, BLDG2-S5.2, RFI-0885, Submittal #s 4029, 4085, 4086, 4162, & 4267 Refer to detail D5 from Submittal #4267 (B2 - VIMS Shop Drawings). VIMS system requires a minimum of 3"" of bare pipe to allow proper termination of pipe penetrations. In coordination with BMC, floor sinks, flo"
RFI-1256,Southline Office,,22930.0,4.5,category_specific,medium,clear,"Ensure that future projects include a checklist for bird safe design elements, including mechoshade ",The identification of mechoshades for bird safety is a valuable lesson for future environmentally-fo,,"Reference: A2.01 Q1: Per Dona Shah during 1/5/24 site walk, mechoshades will be required in the Level 1 back of house areas to meet the bird safe design intent. Please advise on the exact locations, mounting details and mechoshade types (fixed, manual, automatic)."
RFI-1502,Southline Office,,22641.0,N/A,,,,,,,"REF: Site - Onsite Current Set: 6,9/L8.02 POST TO: Site - Onsite Current Set: 6,9/L8.02 Please review the attached file. Details 9 & 6 on sheet L8.02 show a maximum height of 1' 6"" from the top of the seatwall to the top of the concrete paving. However, the elevations provided on sheet L2.20 exceed "
RFI-1746,Southline Office,,22592.0,4,category_specific,medium,partial,Ensure compatibility checks for existing and new pipe materials are conducted before installation.,The RFI addresses a significant coordination issue that could lead to rework if not managed properly,,"Reference Drawing: Offsite C6.6 During excavation, A&B encountered a concrete collar between the existing 42"" Storm Drain and 24"" Sanitary Sewer. The existing 42"" Storm Drain is to be removed & replaced with a new 42"" RCP storm drain. There is no way to remove the 42"" storm drain without damaging th"
